timestamp,plant_name,generation
2024-01-02 08:00:00,군위 화산풍력 1,935.284
2024-01-02 08:00:00,영흥풍력 2,7.68
2024-01-02 09:00:00,삼천포풍력 1,0.0
2024-01-02 09:00:00,어음풍력 1,0.0
2024-01-02 09:00:00,영흥풍력 1,0.0
2024-01-02 09:00:00,군위 화산풍력 1,3124.042
2024-01-02 09:00:00,영흥풍력 2,1.92
2024-01-02 10:00:00,삼천포풍력 1,0.0
2024-01-02 10:00:00,어음풍력 1,0.0
2024-01-02 10:00:00,영흥풍력 1,211.731
2024-01-02 10:00:00,군위 화산풍력 1,6122.737
2024-01-02 10:00:00,영흥풍력 2,806.4
2024-01-02 11:00:00,삼천포풍력 1,0.0
2024-01-02 11:00:00,어음풍력 1,0.0
2024-01-02 11:00:00,영흥풍력 1,0.0
2024-01-02 11:00:00,군위 화산풍력 1,5476.716
2024-01-02 11:00:00,영흥풍력 2,107.52
2024-01-02 12:00:00,삼천포풍력 1,0.0
2024-01-02 12:00:00,어음풍력 1,0.0
2024-01-02 12:00:00,영흥풍력 1,0.0
2024-01-02 12:00:00,군위 화산풍력 1,4203.958
2024-01-02 12:00:00,영흥풍력 2,228.48
2024-01-02 13:00:00,삼천포풍력 1,0.0
2024-01-02 13:00:00,어음풍력 1,3.416
2024-01-02 13:00:00,영흥풍력 1,0.0
2024-01-02 13:00:00,군위 화산풍력 1,2034.484
2024-01-02 13:00:00,영흥풍력 2,385.92
2024-01-02 14:00:00,삼천포풍력 1,0.0
2024-01-02 14:00:00,어음풍력 1,465.304
2024-01-02 14:00:00,영흥풍력 1,0.0
2024-01-02 14:00:00,군위 화산풍력 1,848.505
2024-01-02 14:00:00,영흥풍력 2,295.68
2024-01-02 15:00:00,삼천포풍력 1,0.0
2024-01-02 15:00:00,어음풍력 1,9.52
2024-01-02 15:00:00,영흥풍력 1,0.0
2024-01-02 15:00:00,군위 화산풍력 1,173.558
2024-01-02 15:00:00,영흥풍력 2,51.84
2024-01-02 16:00:00,삼천포풍력 1,0.0
